location,time,ShakeIntensity,SewerAndWater,Power,RoadsAndBridges,Medical,Buildings
13,2020-04-08T09:15:00Z,5,49,43,53,0,55
13,2020-04-08T09:20:00Z,5,60,59,58,0,60
13,2020-04-08T09:25:00Z,6,61,59,59,0,61
13,2020-04-08T09:30:00Z,5,64,65,62,0,66
13,2020-04-08T09:35:00Z,5,51,47,42,4,45
13,2020-04-08T09:40:00Z,5,28,31,26,0,29
13,2020-04-08T09:45:00Z,5,36,36,39,0,35
13,2020-04-08T09:50:00Z,5,49,52,49,0,47
13,2020-04-08T09:55:00Z,5,71,72,72,9,72
13,2020-04-08T10:00:00Z,5,71,66,65,5,62
13,2020-04-08T10:05:00Z,4,31,31,33,0,32
13,2020-04-08T10:10:00Z,5,42,44,45,4,44
13,2020-04-08T10:15:00Z,5,27,26,28,0,27
13,2020-04-08T10:20:00Z,4,23,23,21,0,23
13,2020-04-08T10:25:00Z,5,40,39,37,0,37
13,2020-04-08T10:30:00Z,5,26,25,30,0,31
13,2020-04-08T10:35:00Z,3,45,46,47,0,46
13,2020-04-08T10:40:00Z,4,23,23,24,0,27
13,2020-04-08T10:45:00Z,5,36,35,39,0,34
13,2020-04-08T10:50:00Z,4,31,28,26,0,30
13,2020-04-08T10:55:00Z,4,58,52,46,0,62
13,2020-04-08T11:00:00Z,4,28,25,24,6,26
13,2020-04-08T11:05:00Z,5,32,27,25,0,33
13,2020-04-08T11:10:00Z,3,6,6,7,0,8
13,2020-04-08T11:15:00Z,5,13,12,16,0,16
13,2020-04-08T11:20:00Z,5,29,26,27,0,32
13,2020-04-08T11:25:00Z,6,28,28,33,0,32
13,2020-04-08T11:30:00Z,4,26,28,23,0,27
13,2020-04-08T11:35:00Z,5,16,15,16,0,17
13,2020-04-08T11:40:00Z,4,32,29,30,0,32
13,2020-04-08T11:45:00Z,4,7,7,6,0,4
13,2020-04-08T11:50:00Z,0,15,16,15,0,16
13,2020-04-08T11:55:00Z,0,6,5,4,0,5
13,2020-04-08T12:00:00Z,0,5,4,5,0,5
13,2020-04-08T12:05:00Z,3,15,19,7,0,17
13,2020-04-08T12:10:00Z,4,14,15,14,4,11
13,2020-04-08T12:15:00Z,4,12,10,10,0,12
13,2020-04-08T12:20:00Z,5,4,8,7,0,6
13,2020-04-08T12:25:00Z,4,10,11,14,0,11
13,2020-04-08T12:35:00Z,5,3,4,4,0,5
13,2020-04-08T12:40:00Z,5,14,16,15,0,14
13,2020-04-08T12:45:00Z,3,6,18,10,0,20
13,2020-04-08T12:50:00Z,4,22,22,18,0,21
13,2020-04-08T12:55:00Z,0,4,3,4,0,6
13,2020-04-08T13:05:00Z,4,3,4,4,0,4
13,2020-04-08T13:10:00Z,0,6,5,5,0,6
13,2020-04-08T13:15:00Z,0,11,13,13,0,11
13,2020-04-08T13:20:00Z,0,9,9,10,0,9
13,2020-04-08T13:30:00Z,4,4,3,2,0,4
13,2020-04-08T13:35:00Z,4,8,10,7,0,10
13,2020-04-08T13:40:00Z,0,0,5,3,0,10
13,2020-04-08T13:45:00Z,0,5,5,4,0,6
13,2020-04-08T13:50:00Z,3,6,3,5,0,8
13,2020-04-08T14:00:00Z,3,2,3,2,0,2
13,2020-04-08T14:05:00Z,4,8,9,9,0,9
13,2020-04-08T14:10:00Z,3,5,3,6,0,4
13,2020-04-08T14:15:00Z,4,20,17,16,0,18
13,2020-04-08T14:30:00Z,4,2,3,5,0,4
13,2020-04-08T14:35:00Z,1,2,1,2,0,2
13,2020-04-08T14:45:00Z,0,6,5,5,0,4
13,2020-04-08T14:50:00Z,0,3,0,7,0,7
13,2020-04-08T14:55:00Z,0,6,4,5,0,4
13,2020-04-08T15:00:00Z,0,5,4,4,0,5
13,2020-04-08T15:05:00Z,-0,2,2,1,0,2
13,2020-04-08T15:10:00Z,5,2,2,2,0,3
13,2020-04-08T15:25:00Z,5,1,1,1,0,2
13,2020-04-08T15:30:00Z,0,10,10,10,0,10
13,2020-04-08T15:35:00Z,0,14,11,12,0,7
13,2020-04-08T15:40:00Z,0,5,10,1,0,4
13,2020-04-08T16:10:00Z,4,2,2,2,0,2
13,2020-04-08T16:30:00Z,0,11,10,12,0,11
13,2020-04-08T16:35:00Z,0,3,10,10,0,2
13,2020-04-08T16:40:00Z,5,2,1,2,0,3
13,2020-04-08T17:00:00Z,1,9,8,7,0,8
13,2020-04-08T17:10:00Z,0,2,10,10,0,3
13,2020-04-08T17:55:00Z,0,10,0,0,0,9
13,2020-04-08T18:05:00Z,0,10,6,10,0,4
13,2020-04-08T18:15:00Z,0,6,5,6,0,6
13,2020-04-08T18:30:00Z,0,6,9,1,0,1
13,2020-04-08T18:50:00Z,0,8,5,0,0,6
13,2020-04-08T19:25:00Z,0,7,7,10,0,3
13,2020-04-08T19:55:00Z,0,6,1,0,0,0
13,2020-04-08T20:35:00Z,0,5,6,5,0,4
13,2020-04-08T21:20:00Z,1,10,5,1,0,7
13,2020-04-08T21:35:00Z,0,4,4,3,0,5
13,2020-04-08T23:55:00Z,0,3,10,6,0,5
14,2020-04-08T00:05:00Z,0,1,6,0,0,9
14,2020-04-08T01:05:00Z,0,0,3,4,0,8
14,2020-04-08T01:15:00Z,0,0,5,8,0,7
14,2020-04-08T01:20:00Z,0,19,13,13,0,11
14,2020-04-08T01:55:00Z,0,16,10,1,0,12
14,2020-04-08T02:00:00Z,0,8,0,5,0,9
14,2020-04-08T02:15:00Z,0,13,10,6,0,19
14,2020-04-08T02:25:00Z,0,4,10,7,0,4
14,2020-04-08T02:35:00Z,1,9,10,1,0,8
14,2020-04-08T02:40:00Z,0,10,0,4,0,3
14,2020-04-08T02:50:00Z,0,10,1,2,0,2
14,2020-04-08T03:00:00Z,0,5,6,15,0,15
14,2020-04-08T03:05:00Z,0,0,3,4,0,6
14,2020-04-08T03:20:00Z,1,18,15,12,0,17
14,2020-04-08T03:30:00Z,0,1,1,3,0,3
14,2020-04-08T03:35:00Z,1,18,17,7,0,3
14,2020-04-08T03:50:00Z,0,4,1,10,0,1
14,2020-04-08T04:05:00Z,0,8,5,3,0,5
14,2020-04-08T04:10:00Z,0,8,0,9,0,10
14,2020-04-08T04:45:00Z,0,8,10,10,0,2
14,2020-04-08T04:50:00Z,0,10,6,7,0,6
14,2020-04-08T05:35:00Z,0,20,13,17,0,7
14,2020-04-08T05:45:00Z,0,0,1,8,0,8
14,2020-04-08T05:55:00Z,0,7,10,5,0,7
14,2020-04-08T06:05:00Z,1,3,2,8,0,10
14,2020-04-08T06:15:00Z,0,16,13,12,0,6
14,2020-04-08T06:25:00Z,0,11,17,10,0,13
14,2020-04-08T06:40:00Z,0,6,7,7,0,6
14,2020-04-08T06:45:00Z,0,7,9,2,0,10
14,2020-04-08T06:55:00Z,0,14,10,20,0,15
14,2020-04-08T07:00:00Z,0,7,0,10,0,3
14,2020-04-08T07:40:00Z,0,0,8,7,0,6
14,2020-04-08T08:05:00Z,1,9,3,3,0,0
14,2020-04-08T08:20:00Z,0,3,7,0,0,6
14,2020-04-08T08:30:00Z,0,2,4,5,0,3
14,2020-04-08T08:35:00Z,6,729,827,826,11,608
14,2020-04-08T08:40:00Z,6,1465,1722,1720,16,1219
14,2020-04-08T08:45:00Z,6,1299,1529,1511,29,1068
14,2020-04-08T08:50:00Z,6,1213,1381,1389,0,993
14,2020-04-08T08:55:00Z,5,1142,1323,1318,4,941
14,2020-04-08T09:00:00Z,6,1180,1369,1365,9,986
14,2020-04-08T09:05:00Z,6,1161,1342,1352,17,981
14,2020-04-08T09:10:00Z,6,1151,1307,1324,7,960
14,2020-04-08T09:15:00Z,6,1027,1181,1199,13,861
14,2020-04-08T09:20:00Z,6,881,1034,1029,14,734
14,2020-04-08T09:25:00Z,6,850,997,989,8,725
14,2020-04-08T09:30:00Z,6,754,875,867,1,633
14,2020-04-08T09:35:00Z,6,730,871,873,0,635
14,2020-04-08T09:40:00Z,6,666,777,796,10,568
14,2020-04-08T09:45:00Z,6,649,770,765,8,548
14,2020-04-08T09:50:00Z,6,669,765,765,0,533
14,2020-04-08T09:55:00Z,5,590,676,670,14,476
14,2020-04-08T10:00:00Z,5,535,616,602,0,440
14,2020-04-08T10:05:00Z,5,539,645,643,11,457
14,2020-04-08T10:10:00Z,6,504,603,615,2,430
14,2020-04-08T10:15:00Z,6,420,476,474,0,336
14,2020-04-08T10:20:00Z,5,466,540,538,3,380
14,2020-04-08T10:25:00Z,5,399,469,474,2,327
14,2020-04-08T10:30:00Z,6,507,578,579,0,423
14,2020-04-08T10:35:00Z,5,425,474,478,0,342
14,2020-04-08T10:40:00Z,6,339,425,408,0,292
14,2020-04-08T10:45:00Z,5,300,356,357,2,252
14,2020-04-08T10:50:00Z,5,321,389,387,0,272
14,2020-04-08T10:55:00Z,6,365,432,424,4,311
14,2020-04-08T11:00:00Z,5,245,291,287,0,208
14,2020-04-08T11:05:00Z,6,265,325,322,10,228
14,2020-04-08T11:10:00Z,6,229,262,258,0,189
14,2020-04-08T11:15:00Z,5,257,294,304,0,216
14,2020-04-08T11:20:00Z,6,235,263,267,1,200
14,2020-04-08T11:25:00Z,5,180,200,205,11,142
14,2020-04-08T11:30:00Z,6,217,259,257,0,180
14,2020-04-08T11:35:00Z,6,146,166,167,0,124
14,2020-04-08T11:40:00Z,5,178,211,207,0,141
14,2020-04-08T11:45:00Z,5,146,169,165,0,122
14,2020-04-08T11:50:00Z,5,175,206,215,0,154
14,2020-04-08T11:55:00Z,5,110,129,129,0,92
14,2020-04-08T12:00:00Z,5,92,119,114,1,75
14,2020-04-08T12:05:00Z,5,115,136,144,0,89
14,2020-04-08T12:10:00Z,5,85,101,91,0,72
14,2020-04-08T12:15:00Z,5,100,110,112,0,82
14,2020-04-08T12:20:00Z,5,64,71,70,6,52
14,2020-04-08T12:25:00Z,5,95,112,113,0,82
14,2020-04-08T12:30:00Z,5,117,140,143,0,96
14,2020-04-08T12:35:00Z,5,92,107,111,9,78
14,2020-04-08T12:40:00Z,4,51,53,54,3,39
14,2020-04-08T12:45:00Z,5,94,111,103,4,84
14,2020-04-08T12:50:00Z,5,58,69,70,0,52
14,2020-04-08T12:55:00Z,5,48,55,57,0,40
14,2020-04-08T13:00:00Z,6,33,42,40,0,31
14,2020-04-08T13:05:00Z,5,52,58,55,0,42
14,2020-04-08T13:10:00Z,5,24,30,28,0,20
14,2020-04-08T13:15:00Z,5,38,45,44,0,31
14,2020-04-08T13:20:00Z,5,20,23,20,0,19
14,2020-04-08T13:25:00Z,5,18,20,22,0,14
14,2020-04-08T13:30:00Z,5,44,49,45,7,33
14,2020-04-08T13:35:00Z,5,58,62,65,0,45
14,2020-04-08T13:40:00Z,4,44,50,50,0,35
14,2020-04-08T13:45:00Z,4,43,50,51,0,37
14,2020-04-08T13:50:00Z,1,11,15,14,0,9
14,2020-04-08T13:55:00Z,3,17,21,21,0,12
14,2020-04-08T14:00:00Z,4,25,29,29,0,19
14,2020-04-08T14:05:00Z,4,30,34,37,3,24
14,2020-04-08T14:10:00Z,5,28,32,36,0,23
14,2020-04-08T14:15:00Z,4,21,28,28,0,19
14,2020-04-08T14:20:00Z,5,24,29,26,0,19
14,2020-04-08T14:25:00Z,3,7,8,8,0,4
14,2020-04-08T14:30:00Z,5,6,7,6,0,5
14,2020-04-08T14:35:00Z,0,12,13,14,0,10
14,2020-04-08T14:40:00Z,4,19,23,19,0,15
14,2020-04-08T14:45:00Z,5,11,14,14,0,8
14,2020-04-08T14:50:00Z,5,28,25,25,0,17
14,2020-04-08T14:55:00Z,1,9,10,14,0,9
14,2020-04-08T15:00:00Z,0,6,6,6,0,5
14,2020-04-08T15:05:00Z,4,13,22,24,0,11
14,2020-04-08T15:10:00Z,0,2,1,3,0,0
14,2020-04-08T15:15:00Z,5,11,14,16,0,9
14,2020-04-08T15:20:00Z,4,7,6,8,0,6
14,2020-04-08T15:25:00Z,4,12,14,15,0,8
14,2020-04-08T15:30:00Z,4,12,7,15,0,8
14,2020-04-08T15:35:00Z,0,8,13,13,0,19
14,2020-04-08T15:40:00Z,0,3,0,9,0,5
14,2020-04-08T15:45:00Z,5,18,22,19,0,14
14,2020-04-08T15:55:00Z,4,17,25,24,0,18
14,2020-04-08T16:00:00Z,4,18,22,21,0,14
14,2020-04-08T16:05:00Z,0,10,3,3,0,9
14,2020-04-08T16:15:00Z,4,6,8,7,0,5
14,2020-04-08T16:25:00Z,3,6,7,7,0,5
14,2020-04-08T16:45:00Z,0,13,15,7,0,10
14,2020-04-08T16:50:00Z,0,0,10,10,0,3
14,2020-04-08T16:55:00Z,-0,6,7,7,0,5
14,2020-04-08T17:00:00Z,1,6,8,10,0,11
14,2020-04-08T17:05:00Z,4,7,6,6,0,5
14,2020-04-08T17:10:00Z,4,6,8,6,0,5
14,2020-04-08T17:20:00Z,0,12,10,14,0,11
14,2020-04-08T17:25:00Z,4,6,7,8,0,3
14,2020-04-08T17:30:00Z,4,6,8,6,0,5
14,2020-04-08T17:35:00Z,3,7,8,6,0,5
14,2020-04-08T17:45:00Z,0,5,10,6,0,5
14,2020-04-08T17:50:00Z,5,12,14,15,0,11
14,2020-04-08T17:55:00Z,0,9,2,9,0,10
14,2020-04-08T18:15:00Z,0,8,2,10,0,5
14,2020-04-08T18:30:00Z,2,7,7,7,0,5
14,2020-04-08T18:40:00Z,0,3,10,5,0,10
14,2020-04-08T19:05:00Z,0,8,3,10,0,0
14,2020-04-08T19:20:00Z,1,8,8,0,0,10
14,2020-04-08T19:30:00Z,0,1,1,10,0,4
14,2020-04-08T20:25:00Z,0,9,4,4,0,3
14,2020-04-08T20:30:00Z,0,1,10,10,0,9
14,2020-04-08T20:35:00Z,0,15,18,16,0,11
14,2020-04-08T20:45:00Z,0,15,8,10,0,13
14,2020-04-08T20:50:00Z,0,7,6,4,0,0
14,2020-04-08T21:30:00Z,0,3,10,17,0,12
14,2020-04-08T21:55:00Z,0,0,10,6,0,0
14,2020-04-08T22:35:00Z,0,3,9,3,0,5
14,2020-04-08T22:50:00Z,0,9,9,2,0,8
14,2020-04-08T22:55:00Z,1,10,3,5,0,1
14,2020-04-08T23:15:00Z,0,3,13,16,0,12
15,2020-04-08T00:05:00Z,0,0,8,3,0,4
15,2020-04-08T00:10:00Z,0,3,9,7,0,10
15,2020-04-08T00:15:00Z,0,3,8,3,0,5
15,2020-04-08T00:35:00Z,0,8,1,11,0,3
15,2020-04-08T00:40:00Z,0,6,5,2,0,6
15,2020-04-08T00:45:00Z,1,8,8,8,0,0
15,2020-04-08T00:50:00Z,0,0,1,5,0,8
15,2020-04-08T00:55:00Z,0,3,10,11,0,12
15,2020-04-08T01:00:00Z,0,10,4,1,0,10
15,2020-04-08T01:05:00Z,0,9,14,7,0,13
15,2020-04-08T01:10:00Z,0,3,4,10,0,2
15,2020-04-08T01:15:00Z,0,11,13,12,0,12
15,2020-04-08T01:25:00Z,0,18,20,16,0,17
15,2020-04-08T01:30:00Z,0,9,14,6,0,20
15,2020-04-08T01:45:00Z,1,10,2,5,0,0
15,2020-04-08T01:55:00Z,0,2,7,2,0,5
15,2020-04-08T02:20:00Z,0,17,10,10,0,14
15,2020-04-08T02:25:00Z,0,8,4,10,0,2
15,2020-04-08T02:30:00Z,0,10,10,8,0,1
15,2020-04-08T03:00:00Z,0,20,10,8,9,16
15,2020-04-08T03:05:00Z,0,10,7,2,0,0
15,2020-04-08T03:15:00Z,1,22,20,23,0,4
15,2020-04-08T03:20:00Z,0,10,6,3,0,6
15,2020-04-08T03:25:00Z,0,8,6,8,0,9
15,2020-04-08T03:35:00Z,0,7,6,7,0,7
15,2020-04-08T03:40:00Z,0,9,10,8,0,4
15,2020-04-08T03:45:00Z,0,7,3,0,0,0
15,2020-04-08T03:50:00Z,0,8,8,3,9,8
15,2020-04-08T04:00:00Z,0,4,6,6,0,10
15,2020-04-08T04:05:00Z,0,6,1,4,0,4
15,2020-04-08T04:15:00Z,0,12,0,20,0,17
15,2020-04-08T04:20:00Z,0,7,11,13,0,11
15,2020-04-08T04:25:00Z,0,5,0,1,0,1
15,2020-04-08T04:40:00Z,0,0,2,5,0,10
15,2020-04-08T04:50:00Z,0,1,0,4,0,3
15,2020-04-08T04:55:00Z,0,15,14,10,0,8
15,2020-04-08T05:10:00Z,0,6,9,10,0,2
15,2020-04-08T05:15:00Z,0,13,37,35,0,19
15,2020-04-08T05:25:00Z,0,11,11,9,0,14
15,2020-04-08T05:30:00Z,0,10,2,5,0,2
15,2020-04-08T05:35:00Z,0,6,7,5,0,4
15,2020-04-08T05:40:00Z,1,13,13,7,0,7
15,2020-04-08T05:50:00Z,0,10,7,3,0,5
15,2020-04-08T05:55:00Z,0,3,1,10,0,9
15,2020-04-08T06:05:00Z,0,2,1,4,0,10
15,2020-04-08T06:10:00Z,0,8,22,27,0,21
15,2020-04-08T06:25:00Z,0,20,2,15,0,11
15,2020-04-08T06:30:00Z,1,0,10,0,0,6
15,2020-04-08T06:40:00Z,1,5,6,9,0,10
15,2020-04-08T06:45:00Z,1,5,10,2,0,2
15,2020-04-08T06:55:00Z,0,1,3,0,0,1
15,2020-04-08T07:00:00Z,0,14,19,17,0,12
15,2020-04-08T07:10:00Z,0,6,11,17,0,14
15,2020-04-08T07:20:00Z,0,10,7,0,0,2
15,2020-04-08T07:25:00Z,0,11,16,16,0,13
15,2020-04-08T08:00:00Z,0,10,3,10,0,2
15,2020-04-08T08:05:00Z,0,13,13,20,0,23
15,2020-04-08T08:10:00Z,0,10,10,15,0,10
15,2020-04-08T08:30:00Z,0,20,5,14,0,9
15,2020-04-08T08:35:00Z,4,49,57,49,0,33
15,2020-04-08T08:40:00Z,4,201,185,200,10,146
15,2020-04-08T08:45:00Z,5,220,237,216,0,164
15,2020-04-08T08:50:00Z,5,269,263,278,23,181
15,2020-04-08T08:55:00Z,4,247,254,243,20,164
15,2020-04-08T09:00:00Z,4,262,272,262,7,183
15,2020-04-08T09:05:00Z,5,239,237,249,0,155
15,2020-04-08T09:10:00Z,5,268,293,279,0,200
15,2020-04-08T09:15:00Z,5,230,241,249,5,146
15,2020-04-08T09:20:00Z,5,236,251,253,18,159
15,2020-04-08T09:25:00Z,5,225,218,211,3,156
15,2020-04-08T09:30:00Z,5,221,205,209,3,136
15,2020-04-08T09:35:00Z,5,193,189,175,0,138
15,2020-04-08T09:40:00Z,5,203,197,199,10,144
15,2020-04-08T09:45:00Z,5,147,147,145,0,104
15,2020-04-08T09:50:00Z,5,188,178,185,9,125
15,2020-04-08T09:55:00Z,4,157,154,161,0,93
15,2020-04-08T10:00:00Z,4,145,144,146,0,98
15,2020-04-08T10:05:00Z,4,126,113,121,0,88
15,2020-04-08T10:10:00Z,5,142,149,146,10,99
15,2020-04-08T10:15:00Z,4,116,115,112,11,80
15,2020-04-08T10:20:00Z,4,160,164,155,3,115
15,2020-04-08T10:25:00Z,4,156,159,158,9,99
15,2020-04-08T10:30:00Z,5,172,169,168,0,113
15,2020-04-08T10:35:00Z,4,141,140,146,0,107
15,2020-04-08T10:40:00Z,5,131,139,137,9,89
15,2020-04-08T10:45:00Z,4,135,139,145,4,91
15,2020-04-08T10:50:00Z,5,130,121,130,7,80
15,2020-04-08T10:55:00Z,5,120,118,119,0,92
15,2020-04-08T11:00:00Z,4,132,134,126,0,84
15,2020-04-08T11:05:00Z,4,67,65,61,0,37
15,2020-04-08T11:10:00Z,5,97,98,102,0,61
15,2020-04-08T11:15:00Z,4,91,85,90,5,58
15,2020-04-08T11:20:00Z,4,93,89,91,0,60
15,2020-04-08T11:25:00Z,4,98,94,88,8,70
15,2020-04-08T11:30:00Z,4,71,67,64,0,43
15,2020-04-08T11:35:00Z,5,62,66,65,4,49
15,2020-04-08T11:40:00Z,4,71,76,64,7,60
15,2020-04-08T11:45:00Z,4,80,84,86,0,61
15,2020-04-08T11:50:00Z,4,49,47,43,0,28
15,2020-04-08T11:55:00Z,4,45,46,42,0,32
15,2020-04-08T12:00:00Z,4,67,64,68,0,44
15,2020-04-08T12:05:00Z,4,37,35,39,0,24
15,2020-04-08T12:10:00Z,3,60,52,53,0,37
15,2020-04-08T12:15:00Z,5,72,67,70,4,46
15,2020-04-08T12:20:00Z,4,28,30,32,0,20
15,2020-04-08T12:25:00Z,4,41,46,40,0,17
15,2020-04-08T12:30:00Z,4,59,56,52,0,31
15,2020-04-08T12:35:00Z,4,24,24,23,0,20
15,2020-04-08T12:40:00Z,3,39,44,40,0,32
15,2020-04-08T12:45:00Z,4,26,24,25,0,15
15,2020-04-08T12:50:00Z,4,39,35,35,0,25
15,2020-04-08T12:55:00Z,3,26,28,34,9,25
15,2020-04-08T13:00:00Z,4,23,18,20,0,13
15,2020-04-08T13:05:00Z,4,26,24,31,0,19
15,2020-04-08T13:10:00Z,4,26,28,29,0,24
15,2020-04-08T13:15:00Z,4,35,38,39,0,13
15,2020-04-08T13:20:00Z,3,29,26,23,0,40
15,2020-04-08T13:25:00Z,4,23,21,28,0,23
15,2020-04-08T13:30:00Z,3,19,17,21,0,10
15,2020-04-08T13:35:00Z,3,25,27,21,0,21
15,2020-04-08T13:40:00Z,3,10,13,9,0,6
15,2020-04-08T13:45:00Z,5,8,8,9,0,7
15,2020-04-08T13:50:00Z,2,15,12,17,0,6
15,2020-04-08T13:55:00Z,0,24,30,25,0,20
15,2020-04-08T14:00:00Z,4,8,9,8,0,5
15,2020-04-08T14:05:00Z,3,10,10,7,0,10
15,2020-04-08T14:10:00Z,4,14,11,11,0,10
15,2020-04-08T14:15:00Z,3,30,19,20,0,13
15,2020-04-08T14:20:00Z,4,18,23,19,0,12
15,2020-04-08T14:25:00Z,0,3,3,3,0,3
15,2020-04-08T14:30:00Z,4,26,36,40,0,25
15,2020-04-08T14:35:00Z,0,36,36,21,0,18
15,2020-04-08T14:40:00Z,3,12,15,14,0,5
15,2020-04-08T14:45:00Z,3,12,9,11,0,8
15,2020-04-08T14:50:00Z,2,4,4,8,0,6
15,2020-04-08T14:55:00Z,3,12,13,12,0,7
15,2020-04-08T15:00:00Z,0,3,3,3,0,2
15,2020-04-08T15:05:00Z,4,8,21,16,0,7
15,2020-04-08T15:10:00Z,0,3,3,2,0,2
15,2020-04-08T15:20:00Z,1,8,28,16,0,25
15,2020-04-08T15:25:00Z,4,17,19,21,0,11
15,2020-04-08T15:30:00Z,0,6,8,3,0,0
15,2020-04-08T15:40:00Z,1,7,5,5,0,2
15,2020-04-08T15:45:00Z,0,10,4,8,0,3
15,2020-04-08T15:55:00Z,0,6,6,7,0,13
15,2020-04-08T16:00:00Z,0,7,7,9,0,6
15,2020-04-08T16:05:00Z,1,13,14,11,0,12
15,2020-04-08T16:10:00Z,0,3,3,2,0,2
15,2020-04-08T16:15:00Z,3,10,10,10,0,7
15,2020-04-08T16:25:00Z,1,7,10,1,5,3
15,2020-04-08T16:35:00Z,0,8,16,4,0,13
15,2020-04-08T16:40:00Z,2,2,4,4,0,2
15,2020-04-08T16:50:00Z,0,13,11,3,0,10
15,2020-04-08T16:55:00Z,0,4,3,2,0,3
15,2020-04-08T17:00:00Z,3,4,2,4,0,2
15,2020-04-08T17:05:00Z,0,1,9,10,0,13
15,2020-04-08T17:10:00Z,0,4,10,1,0,8
15,2020-04-08T17:15:00Z,0,3,2,3,0,2
15,2020-04-08T17:25:00Z,0,10,11,20,0,10
15,2020-04-08T17:30:00Z,0,5,0,9,0,9
15,2020-04-08T17:35:00Z,1,19,11,7,0,0
15,2020-04-08T17:55:00Z,0,4,1,10,0,5
15,2020-04-08T18:00:00Z,0,11,18,12,0,14
15,2020-04-08T18:05:00Z,0,3,4,6,0,6
15,2020-04-08T18:10:00Z,0,17,11,10,0,14
15,2020-04-08T18:30:00Z,0,1,7,0,0,8
15,2020-04-08T18:35:00Z,0,4,6,6,0,10
15,2020-04-08T18:40:00Z,0,7,10,8,0,0
15,2020-04-08T18:50:00Z,0,7,5,7,0,3
15,2020-04-08T19:05:00Z,0,0,3,1,0,10
15,2020-04-08T19:10:00Z,1,10,7,16,0,5
15,2020-04-08T19:25:00Z,1,10,23,12,0,20
15,2020-04-08T19:30:00Z,0,2,1,10,0,2
15,2020-04-08T19:35:00Z,0,8,5,7,0,3
15,2020-04-08T19:40:00Z,0,10,7,10,0,5
15,2020-04-08T19:45:00Z,0,4,4,6,0,0
15,2020-04-08T19:50:00Z,0,5,10,5,0,2
15,2020-04-08T19:55:00Z,0,24,19,15,0,18
15,2020-04-08T20:00:00Z,0,9,3,5,0,8
15,2020-04-08T20:15:00Z,1,10,10,8,0,10
15,2020-04-08T20:20:00Z,0,14,13,9,0,4
15,2020-04-08T20:45:00Z,0,8,10,0,0,2
15,2020-04-08T20:55:00Z,0,3,17,9,0,20
15,2020-04-08T21:00:00Z,0,10,9,6,0,7
15,2020-04-08T21:05:00Z,0,3,6,2,0,2
15,2020-04-08T21:20:00Z,1,18,16,18,0,10
15,2020-04-08T21:25:00Z,0,0,4,6,0,8
15,2020-04-08T21:35:00Z,0,19,7,6,0,12
15,2020-04-08T21:45:00Z,0,9,6,5,0,7
15,2020-04-08T21:50:00Z,1,6,10,5,0,7
15,2020-04-08T22:00:00Z,0,9,10,17,0,11
15,2020-04-08T22:10:00Z,0,4,1,7,0,8
15,2020-04-08T22:15:00Z,0,9,15,4,0,14
15,2020-04-08T22:20:00Z,1,7,7,2,0,6
15,2020-04-08T22:25:00Z,0,4,6,20,0,12
15,2020-04-08T22:30:00Z,0,7,18,12,9,10
15,2020-04-08T22:40:00Z,0,12,13,8,0,14
15,2020-04-08T22:50:00Z,0,8,7,7,0,8
15,2020-04-08T22:55:00Z,0,2,2,10,0,0
15,2020-04-08T23:00:00Z,0,10,8,3,0,5
15,2020-04-08T23:05:00Z,0,3,4,10,0,3
15,2020-04-08T23:10:00Z,0,4,7,6,0,0
15,2020-04-08T23:15:00Z,0,7,6,9,0,12
15,2020-04-08T23:20:00Z,0,13,18,14,0,10
15,2020-04-08T23:40:00Z,0,7,10,0,0,3
15,2020-04-08T23:50:00Z,0,16,24,18,0,5
15,2020-04-08T23:55:00Z,0,5,10,4,0,6
16,2020-04-08T00:00:00Z,0,2,1,8,2,2
16,2020-04-08T01:00:00Z,0,5,7,10,10,3
16,2020-04-08T01:05:00Z,0,7,1,7,4,7
16,2020-04-08T01:20:00Z,0,11,4,16,8,5
16,2020-04-08T02:00:00Z,0,2,6,1,0,8
16,2020-04-08T02:40:00Z,1,9,8,7,8,4
16,2020-04-08T02:45:00Z,0,5,9,8,16,7
16,2020-04-08T03:20:00Z,0,10,3,1,1,6
16,2020-04-08T04:05:00Z,0,9,9,11,11,12
16,2020-04-08T04:45:00Z,0,10,10,6,1,9
16,2020-04-08T05:15:00Z,0,7,1,4,4,2
16,2020-04-08T05:25:00Z,0,10,10,0,9,10
16,2020-04-08T05:45:00Z,0,6,6,2,10,10
16,2020-04-08T05:50:00Z,0,5,0,0,8,4
16,2020-04-08T05:55:00Z,0,10,1,10,4,6
16,2020-04-08T06:05:00Z,0,8,9,9,0,10
16,2020-04-08T06:15:00Z,0,7,10,7,6,2
16,2020-04-08T06:25:00Z,0,2,2,4,8,5
16,2020-04-08T06:30:00Z,0,5,9,8,8,10
16,2020-04-08T06:55:00Z,0,10,7,0,5,2
16,2020-04-08T07:10:00Z,1,0,0,8,5,10
16,2020-04-08T07:25:00Z,0,6,10,8,4,2
16,2020-04-08T07:40:00Z,0,4,5,9,0,6
16,2020-04-08T08:20:00Z,0,4,5,10,1,9
16,2020-04-08T08:25:00Z,0,0,6,8,6,10
16,2020-04-08T08:30:00Z,0,5,9,7,2,3
16,2020-04-08T08:35:00Z,3,19,18,20,16,11
16,2020-04-08T08:40:00Z,3,63,58,64,63,32
16,2020-04-08T08:45:00Z,3,100,96,99,99,76
16,2020-04-08T08:50:00Z,4,102,106,104,109,63
