time_5min,location,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,count
2020-04-09T21:40:00Z,15,5,7,0,NA,5,0,1
2020-04-09T21:40:00Z,16,6,4,5,4,4,0,1
2020-04-09T21:45:00Z,1,2,3,4,2,2,0,1
2020-04-09T21:45:00Z,5,5,2,4,1,2,0,1
2020-04-09T21:45:00Z,6,0,4,4,3,9,0,1
2020-04-09T21:45:00Z,9,6.666666666666667,3,4,4.333333333333333,7.666666666666667,0,3
2020-04-09T21:45:00Z,12,3,5,4,NA,3,4.5,2
2020-04-09T21:45:00Z,15,3.5,4.5,2.5,NA,4,1,2
2020-04-09T21:45:00Z,16,6.6,5.6,5,4.6,3.6,0.2,5
2020-04-09T21:50:00Z,2,2,5,4,NA,1,1,1
2020-04-09T21:50:00Z,5,10,10,3,0,3,0,1
2020-04-09T21:50:00Z,12,3,3,5,NA,5,4,1
2020-04-09T21:50:00Z,14,2,6.5,4,NA,5.5,0,2
2020-04-09T21:50:00Z,15,6,9,7.5,NA,4.5,0,2
2020-04-09T21:50:00Z,16,7.5,5.5,5,4,3.5,0,2
2020-04-09T21:50:00Z,18,4,7,8,NA,8,0,1
2020-04-09T21:55:00Z,6,0,1,1,2,3,0,1
2020-04-09T21:55:00Z,9,4.8,5.4,4,6.4,6.6,0,5
2020-04-09T21:55:00Z,11,8,1,4,1,5,0,1
2020-04-09T21:55:00Z,13,10,9,5,NA,10,0,1
2020-04-09T21:55:00Z,14,4,10,10,NA,0,0,1
2020-04-09T21:55:00Z,15,5,7,5.333333333333333,NA,8.333333333333334,0,3
2020-04-09T22:00:00Z,4,0,7,6,NA,4,0,1
2020-04-09T22:00:00Z,5,5,2,4,1,2,0,1
2020-04-09T22:00:00Z,6,5,4,8,8,2,0,1
2020-04-09T22:00:00Z,11,10,10,9,10,5,0,1
2020-04-09T22:00:00Z,12,2,5,4,NA,4,4,1
2020-04-09T22:00:00Z,14,4.666666666666667,4.333333333333333,4.666666666666667,NA,5.666666666666667,1.3333333333333333,3
2020-04-09T22:00:00Z,15,10,10,9,NA,5,0,1
2020-04-09T22:00:00Z,16,8.666666666666666,3.3333333333333335,5.666666666666667,8,5,0,3
2020-04-09T22:05:00Z,2,6.5,5.5,6.5,NA,5,0,2
2020-04-09T22:05:00Z,6,3,1,6,4,0,0,1
2020-04-09T22:05:00Z,9,8.666666666666666,3.3333333333333335,5.666666666666667,5.666666666666667,5.333333333333333,0,3
2020-04-09T22:05:00Z,12,4.5,4.75,4.75,NA,3.25,3,4
2020-04-09T22:05:00Z,14,6,5,5,NA,4,3,1
2020-04-09T22:05:00Z,16,6,3,4.333333333333333,2.3333333333333335,3,0.6666666666666666,3
2020-04-09T22:10:00Z,2,10,1,1,NA,0,0,1
2020-04-09T22:10:00Z,5,5,7,5,8,6,0,1
2020-04-09T22:10:00Z,6,4,8,1,10,3,0,1
2020-04-09T22:10:00Z,9,9,3,6,4,6,2,1
2020-04-09T22:10:00Z,12,4,4,3,NA,3,5,1
2020-04-09T22:10:00Z,16,6.333333333333333,4,5.333333333333333,3.6666666666666665,5,0,3
2020-04-09T22:15:00Z,1,4,3,6,3,10,0,1
2020-04-09T22:15:00Z,5,10,2,2,9,2,0,1
2020-04-09T22:15:00Z,9,9,3,6,6,6,2,1
2020-04-09T22:15:00Z,12,1.5,3,6.5,NA,4.5,2,2
2020-04-09T22:15:00Z,14,5,3,5.5,NA,8.5,0.5,2
2020-04-09T22:15:00Z,15,6,8,3,NA,4,1,1
2020-04-09T22:15:00Z,16,7,5,4,4,3,0,1
2020-04-09T22:15:00Z,17,4,3,7,NA,4,0,1
2020-04-09T22:15:00Z,18,4,2,6,NA,4,3,1
2020-04-09T22:20:00Z,5,5,4.5,4,8.5,2,0,2
2020-04-09T22:20:00Z,10,6,7,1,NA,6,0,1
2020-04-09T22:20:00Z,12,3,6,3,NA,4,4,1
2020-04-09T22:20:00Z,13,5,3,5,NA,5,0,1
2020-04-09T22:20:00Z,15,9,4,10,NA,6,0,1
2020-04-09T22:20:00Z,16,7,5.666666666666667,5.333333333333333,2.3333333333333335,2.6666666666666665,0,3
2020-04-09T22:25:00Z,6,10,6,7,10,6,0,1
2020-04-09T22:25:00Z,9,9,4,6,4,6,0,1
2020-04-09T22:25:00Z,10,5,4,7,NA,1,0,1
2020-04-09T22:25:00Z,12,6,8,9,NA,10,1,1
2020-04-09T22:25:00Z,13,5,4,10,NA,2,0,1
2020-04-09T22:25:00Z,15,7,10,5,NA,8.5,0,2
2020-04-09T22:25:00Z,16,8,3,4,5,3,0,1
2020-04-09T22:30:00Z,2,4,3.5,6,NA,2.5,1,2
2020-04-09T22:30:00Z,4,8,6,5,NA,6,6,1
2020-04-09T22:30:00Z,6,8,8,6,10,4,0,1
2020-04-09T22:30:00Z,9,9,2,5,4,6,1,1
2020-04-09T22:30:00Z,12,4,4,4,NA,2,5,1
2020-04-09T22:35:00Z,2,6,5,10,NA,7,0,1
2020-04-09T22:35:00Z,6,6,0,0,3,0,0,1
2020-04-09T22:35:00Z,16,8,5,4,5,3,0,1
2020-04-09T22:35:00Z,18,10,0,0,NA,6,0,1
2020-04-09T22:40:00Z,1,1,4,6,6,9,0,1
2020-04-09T22:40:00Z,2,3,10,10,NA,0,1,1
2020-04-09T22:40:00Z,6,8,1,1,10,10,0,1
2020-04-09T22:40:00Z,12,2,6,4,NA,1,4,1
2020-04-09T22:40:00Z,13,5,3,5,NA,5,0,1
2020-04-09T22:40:00Z,16,6.5,3.5,5,4,5,0,2
2020-04-09T22:40:00Z,19,9.5,5.5,8.5,NA,4,0,2
2020-04-09T22:45:00Z,4,5.5,5,4.5,NA,5,5,2
2020-04-09T22:45:00Z,9,8.666666666666666,2.6666666666666665,6.333333333333333,4.666666666666667,6,1.3333333333333333,3
2020-04-09T22:45:00Z,10,6,4,10,NA,7,0,1
2020-04-09T22:45:00Z,13,8,2,7,NA,9,0,1
2020-04-09T22:45:00Z,14,2,5,10,NA,6,0,1
2020-04-09T22:45:00Z,15,8.5,0.5,6,NA,6,0,2
2020-04-09T22:45:00Z,16,7.2,4,5.4,3.8,3.8,0,5
2020-04-09T22:45:00Z,18,3,2,4,NA,0,0,1
2020-04-09T22:50:00Z,2,10,8,5,NA,7,0,1
2020-04-09T22:50:00Z,5,7,2,10,3,10,0,1
2020-04-09T22:50:00Z,9,4.5,7.5,2.5,4.5,4.5,0,2
2020-04-09T22:50:00Z,13,3,2,5,NA,4,0,1
2020-04-09T22:55:00Z,2,9,9,3.5,NA,3,0,2
2020-04-09T22:55:00Z,5,4.5,10,5.5,4,6.5,0,2
2020-04-09T22:55:00Z,9,8,10,3,3,9,0,1
2020-04-09T22:55:00Z,10,5.5,6.5,5,NA,8,0,2
2020-04-09T22:55:00Z,15,9,8,1,NA,1,1,1
2020-04-09T22:55:00Z,16,9,3,5,4,4,0,1
2020-04-09T22:55:00Z,17,6,9,7,10,9,0,1
2020-04-09T23:00:00Z,1,4,0,6,7,5,0,1
2020-04-09T23:00:00Z,2,7,2,8,NA,5,0,1
2020-04-09T23:00:00Z,4,9,10,10,NA,0,0,1
2020-04-09T23:00:00Z,6,3,10,3,0,0,0,1
2020-04-09T23:00:00Z,9,10,2,6,3,5,1,1
2020-04-09T23:00:00Z,10,10,6,5,NA,7,0,1
2020-04-09T23:00:00Z,12,3.5,5,4.5,NA,3,4,2
2020-04-09T23:00:00Z,13,9,5,8,NA,9,0,1
2020-04-09T23:00:00Z,15,0,4,2,NA,10,0,1
2020-04-09T23:00:00Z,16,8,4.5,5,4,4,0,2
2020-04-09T23:00:00Z,19,3,5.5,7.5,NA,7,0,2
2020-04-09T23:05:00Z,2,0,9,3,NA,9,0,1
2020-04-09T23:05:00Z,5,2,3,8,10,10,0,1
2020-04-09T23:05:00Z,6,2,1,6,6.5,2,0,2
2020-04-09T23:05:00Z,9,8,2,6,5,6,0,1
2020-04-09T23:05:00Z,12,3,5,4,NA,3,4,1
2020-04-09T23:05:00Z,15,4,5,4.5,NA,2,0.5,2
2020-04-09T23:05:00Z,16,6.75,3.75,3.5,4,2.75,0,4
2020-04-09T23:05:00Z,19,4,2,2,NA,4,1,1
2020-04-09T23:10:00Z,2,6,4.5,5.5,NA,2,0,2
2020-04-09T23:10:00Z,4,3,3,8,NA,9,1,1
2020-04-09T23:10:00Z,7,NA,10,0,NA,NA,0,1
2020-04-09T23:10:00Z,12,3,5,4,NA,4,4,1
2020-04-09T23:10:00Z,13,8,2.5,3,NA,2.5,0,2
2020-04-09T23:10:00Z,16,6,3,5,2,3,0,1
2020-04-09T23:15:00Z,1,2,0,4,9,10,0,1
2020-04-09T23:15:00Z,2,1,1,10,NA,0,1,1
2020-04-09T23:15:00Z,6,3.5,8,4.5,7.5,7.5,0.5,2
2020-04-09T23:15:00Z,9,8.5,2,6,3,6.5,0,2
2020-04-09T23:15:00Z,12,3.5,5,4,NA,3,4,2
2020-04-09T23:20:00Z,4,10,10,2,NA,6,0,1
2020-04-09T23:20:00Z,6,5,3.5,7.5,5,1,0.5,2
2020-04-09T23:20:00Z,9,9,3,5,5,7,2,1
2020-04-09T23:20:00Z,12,2,5,5,NA,3,4,1
2020-04-09T23:20:00Z,16,7,4,5,5,5,0,1
2020-04-09T23:20:00Z,18,4,10,10,NA,8,0,1
2020-04-09T23:25:00Z,2,7,1,3,NA,9,0,1
2020-04-09T23:25:00Z,4,6,1,3,NA,4,0,1
2020-04-09T23:25:00Z,10,3,2,10,NA,7,0,1
2020-04-09T23:25:00Z,15,1,6,9,NA,10,0,1
2020-04-09T23:25:00Z,16,8,4,5,4,4,0,1
2020-04-09T23:25:00Z,19,5,2,10,NA,9,0,1
2020-04-09T23:30:00Z,5,7,1,1,0,5,0,1
2020-04-09T23:30:00Z,6,7,5,7,6,6,0.5,2
2020-04-09T23:30:00Z,9,10,10,0,4,3,0,1
2020-04-09T23:30:00Z,12,4,3,5,NA,5,5,1
2020-04-09T23:30:00Z,16,7,3,4,4,4,0,1
2020-04-09T23:30:00Z,18,4,2,5,NA,6,3,1
2020-04-09T23:35:00Z,1,0,3,0,7,2,0,1
2020-04-09T23:35:00Z,2,3,1,10,NA,0,0,1
2020-04-09T23:35:00Z,6,1.5,5,6,2,7,0,2
2020-04-09T23:35:00Z,9,4,9,10,0,0,0,1
2020-04-09T23:35:00Z,11,10,1,8,4,0,0,1
2020-04-09T23:35:00Z,15,4.5,6,7,NA,2.5,0,2
2020-04-09T23:35:00Z,16,7,4,4,4,4,0,1
2020-04-09T23:40:00Z,6,8,9,2,0,2,0,1
2020-04-09T23:40:00Z,9,6.25,6.75,6.25,7,6.25,0.25,4
2020-04-09T23:40:00Z,11,1,2,4,5,10,0,1
2020-04-09T23:40:00Z,12,4,4.5,4,NA,3,3.5,2
2020-04-09T23:40:00Z,15,3,0,1,NA,10,0,1
2020-04-09T23:40:00Z,16,8,5,5,5,4,0,1
2020-04-09T23:45:00Z,1,2,2,1,0,7,0,1
2020-04-09T23:45:00Z,9,2,9,5,8,10,0,1
2020-04-09T23:45:00Z,10,7,2,7,NA,6,0,1
2020-04-09T23:45:00Z,15,7,1,4,NA,9,0,1
2020-04-09T23:45:00Z,16,7,4.5,5,5,4.5,0,2
2020-04-09T23:50:00Z,4,9,6,3,NA,7,0,1
2020-04-09T23:50:00Z,6,9,3,10,4,8,0,1
2020-04-09T23:50:00Z,9,7,6,2,3.5,7,0,2
2020-04-09T23:50:00Z,11,1,2,8,8,10,0,1
2020-04-09T23:50:00Z,12,6,1,5,NA,3,0,1
2020-04-09T23:50:00Z,15,3.5,9,3,NA,5,0,2
2020-04-09T23:50:00Z,16,7,5,6,4,4,0,1
2020-04-09T23:50:00Z,18,6.5,0.5,2,NA,6.5,1,2
2020-04-09T23:55:00Z,1,3.5,2.5,0,8,4,0,2
2020-04-09T23:55:00Z,2,1,6,10,NA,5,0,1
2020-04-09T23:55:00Z,9,6,7,8,5,4.5,0.5,2
2020-04-09T23:55:00Z,12,2,5,4.5,NA,3,4,2
2020-04-09T23:55:00Z,15,0,10,9,NA,10,0,1
2020-04-09T23:55:00Z,16,7,4,6,5,6,0,1
2020-04-09T23:55:00Z,17,5,10,8,NA,5,0,1
2020-04-09T23:55:00Z,18,8,6,2,1,9,0,1
2020-04-10T00:00:00Z,1,3,3,2,10,7,0,1
2020-04-10T00:00:00Z,5,5,2,4,1,3,0,1
2020-04-10T00:00:00Z,6,9,4,5.5,3,3.5,0.5,2
2020-04-10T00:00:00Z,9,9.333333333333334,5.333333333333333,7.666666666666667,5.333333333333333,6.666666666666667,0.6666666666666666,3
2020-04-10T00:05:00Z,2,5.5,4.5,0.5,NA,3.5,0,2
2020-04-10T00:05:00Z,9,10,1,5,5,10,0,1
2020-04-10T00:05:00Z,15,8,6,1,NA,0,0,1
2020-04-10T00:05:00Z,16,7,4,5,4,4,0,1
2020-04-10T00:05:00Z,17,4,3,6,NA,4,2,1
2020-04-10T00:05:00Z,18,3.5,7,9,NA,9,0,2
2020-04-10T00:10:00Z,2,3.6666666666666665,6.333333333333333,7,NA,8.333333333333334,0.3333333333333333,3
2020-04-10T00:10:00Z,5,10,10,5,5,0,0,1
2020-04-10T00:10:00Z,6,3.5,3,9.5,9.5,1.5,0,2
2020-04-10T00:10:00Z,9,1,7,1,0,3,0,1
2020-04-10T00:10:00Z,11,1,3,9,10,3,0,1
2020-04-10T00:10:00Z,12,3,5,3,NA,2,4,1
2020-04-10T00:10:00Z,15,5,8,6,NA,4,0,1
2020-04-10T00:10:00Z,16,7,4,5.5,3.5,4,0,2
2020-04-10T00:15:00Z,2,3,0,8,NA,9,0,1
2020-04-10T00:15:00Z,5,6,0,3,5,2,0,1
2020-04-10T00:15:00Z,12,3,6,4,NA,2,4,1
2020-04-10T00:15:00Z,15,8,5,4,NA,7,1,1
2020-04-10T00:15:00Z,16,6,4,5,3,4,0,1
2020-04-10T00:15:00Z,17,7,6,5,NA,10,0,1
2020-04-10T00:20:00Z,5,5,0,4,1,3,0,1
2020-04-10T00:20:00Z,6,4,10,4,7,7,0,1
2020-04-10T00:20:00Z,9,9,2,6,5,6,1,1
2020-04-10T00:20:00Z,12,4,5,4,NA,4,4,1
2020-04-10T00:20:00Z,13,6,10,8,NA,10,0,1
2020-04-10T00:20:00Z,15,7,3.5,8,2,0.5,0,2
2020-04-10T00:20:00Z,16,7,4,5,3,5,0,1
2020-04-10T00:20:00Z,17,10,0,3,NA,6,1,1
2020-04-10T00:25:00Z,2,6,3,8,NA,9,0,1
2020-04-10T00:25:00Z,4,6,4,5,NA,5,5,1
2020-04-10T00:25:00Z,6,4.5,6.5,5.25,7,3.25,0,4
2020-04-10T00:25:00Z,9,10,1,7,3,6,0,1
2020-04-10T00:25:00Z,12,1.5,2,2,NA,3.5,1.5,2
2020-04-10T00:30:00Z,4,4.5,6.5,7.5,6,8,0,2
2020-04-10T00:30:00Z,5,4,5,9,1.5,6,0.5,2
2020-04-10T00:30:00Z,6,2,5,7.5,3.5,4.5,0,2
2020-04-10T00:30:00Z,9,10,1,1,9,8,1,1
2020-04-10T00:30:00Z,12,0,2,1,NA,0,0,1
2020-04-10T00:30:00Z,13,6,10,7,NA,10,0,1
2020-04-10T00:30:00Z,15,1,5,10,NA,8,0,1
2020-04-10T00:30:00Z,16,6,4,5,5,5,0,1
2020-04-10T00:35:00Z,2,2.3333333333333335,5,4,NA,6.333333333333333,0,3
2020-04-10T00:35:00Z,5,1,10,4,1,6,0,1
2020-04-10T00:35:00Z,6,0,10,3,3,1,0,1
2020-04-10T00:35:00Z,19,10,0,0,NA,8,0,1
2020-04-10T00:40:00Z,2,2,1,4,NA,4,0,1
2020-04-10T00:40:00Z,9,4,7,3,0,4,0,1
2020-04-10T00:40:00Z,19,8,4,3.5,NA,1,0,2
2020-04-10T00:45:00Z,1,0,10,10,0,10,0,1
2020-04-10T00:45:00Z,4,2,0,7,NA,10,0,1
2020-04-10T00:45:00Z,9,6,5,8,3,2,0,1
2020-04-10T00:45:00Z,10,3,0,7,NA,4,0,1
2020-04-10T00:45:00Z,15,0,4,0,NA,0,0,1
2020-04-10T00:45:00Z,19,4,3,8,NA,10,0,1
2020-04-10T00:50:00Z,2,10,8,3,NA,5,0,1
2020-04-10T00:50:00Z,15,3,1,3,NA,3,0,1
2020-04-10T00:50:00Z,16,7,5,6,4,3,0,1
2020-04-10T00:50:00Z,17,7,10,10,NA,6,0,1
2020-04-10T00:50:00Z,19,10,10,4,NA,5,0,1
2020-04-10T00:55:00Z,1,9,6,10,2,7,0,1
2020-04-10T00:55:00Z,4,4,0,2,NA,5,0,1
2020-04-10T00:55:00Z,5,8,0,0,9,4,0,1
2020-04-10T00:55:00Z,6,6.333333333333333,3.6666666666666665,6.666666666666667,5,4.333333333333333,0,3
2020-04-10T00:55:00Z,9,7.5,4.5,4,1.5,8,0,2
2020-04-10T00:55:00Z,13,8,5,9,NA,10,0,1
2020-04-10T00:55:00Z,15,0,8,7,NA,9,0,1
2020-04-10T01:00:00Z,5,1,6,1,10,0,0,1
2020-04-10T01:00:00Z,6,0,3,2,10,4,0,1
2020-04-10T01:00:00Z,9,2,3,2,9,3,0,1
2020-04-10T01:00:00Z,11,1,10,3,6,9,0,1
2020-04-10T01:00:00Z,12,4,6,3,NA,2,5,1
2020-04-10T01:00:00Z,15,10,3,4,NA,4,0,1
2020-04-10T01:00:00Z,16,10,9,10,3,1,0,1
2020-04-10T01:05:00Z,9,5,1,8,10,6,0,1
2020-04-10T01:05:00Z,10,2,3,8,NA,3,0,1
2020-04-10T01:05:00Z,12,3,5,3,NA,3,4,1
2020-04-10T01:05:00Z,13,2,1,3,NA,10,0,1
2020-04-10T01:05:00Z,15,1,1,4,NA,2,0,1
2020-04-10T01:05:00Z,16,6,4,6,3,4,0,1
2020-04-10T01:05:00Z,17,10,7,6,NA,4,0,1
2020-04-10T01:10:00Z,2,0,10,1,NA,0,0,1
2020-04-10T01:10:00Z,9,10,7,1,7,8,0,1
2020-04-10T01:10:00Z,10,10,10,9,NA,4,0,1
2020-04-10T01:10:00Z,15,2,2,10,NA,3,0,1
2020-04-10T01:10:00Z,16,0.5,7.5,3.5,4.5,5,0,2
2020-04-10T01:10:00Z,18,7,9,0,NA,0,0,1
2020-04-10T01:15:00Z,2,6,4,0,NA,2,0,1
2020-04-10T01:15:00Z,9,0,1,5,7,10,0,1
2020-04-10T01:15:00Z,11,9,8,8,6,6,0,1
2020-04-10T01:15:00Z,13,6,3,3,NA,0,0,1
2020-04-10T01:15:00Z,15,8,7,8,NA,10,0,1
2020-04-10T01:20:00Z,2,0,2,0,NA,6,0,1
2020-04-10T01:20:00Z,6,10,7,9,3,5,0,1
2020-04-10T01:20:00Z,15,2,9,5,NA,5,0,1
2020-04-10T01:20:00Z,16,7,3,4,3,4,0,1
2020-04-10T01:25:00Z,2,4,9,7,NA,4,0,1
2020-04-10T01:25:00Z,5,4,10,1,8,1,0,1
2020-04-10T01:25:00Z,10,0,3,7,NA,10,0,1
2020-04-10T01:25:00Z,12,8,2,10,NA,4,0,1
2020-04-10T01:25:00Z,13,4,4,6,NA,5,0,1
2020-04-10T01:25:00Z,15,1,3,5,NA,8,0,1
2020-04-10T01:30:00Z,6,10,0,4,9,1,0,1
2020-04-10T01:30:00Z,9,5,1,4,6,2,0,1
2020-04-10T01:30:00Z,16,0,9,2,6,10,0,1
2020-04-10T01:35:00Z,19,1,1,10,NA,5,0,1
2020-04-10T01:40:00Z,1,7,5,0,8,5,0,1
2020-04-10T01:40:00Z,2,7,5.5,5.5,NA,7.5,0,2
2020-04-10T01:40:00Z,5,8,2,9,3,8,0,1
2020-04-10T01:40:00Z,6,10,2,0,4,4,0,1
2020-04-10T01:40:00Z,9,7,2.8,6.2,4.4,4,0,5
2020-04-10T01:45:00Z,4,6,9,10,NA,5,0,1
2020-04-10T01:45:00Z,15,4.5,2,6.5,NA,10,0.5,2
2020-04-10T01:45:00Z,17,10,8,5,NA,0,0,1
2020-04-10T01:50:00Z,2,0,0,1,NA,10,0,1
2020-04-10T01:50:00Z,6,10,6,3,2,6,0,1
2020-04-10T01:50:00Z,10,2,8,3,NA,3,0,2
2020-04-10T01:50:00Z,13,8,6,9,NA,8,0,1
2020-04-10T01:50:00Z,14,5.666666666666667,4.5,8.166666666666666,NA,3.3333333333333335,0.5,6
2020-04-10T01:50:00Z,17,3,9,2,NA,10,0,1
2020-04-10T01:55:00Z,9,10,2,5,4,6,0,1
2020-04-10T01:55:00Z,10,6,4,9,NA,6,0,1
2020-04-10T01:55:00Z,12,5,5,10,NA,4,0,1
2020-04-10T01:55:00Z,15,8,10,3,NA,10,0,1
2020-04-10T02:00:00Z,2,5.5,9,7,NA,9.5,0,2
2020-04-10T02:00:00Z,9,9,2,4,3,7,1,1
2020-04-10T02:00:00Z,11,2,10,8,3,4,0,1
2020-04-10T02:00:00Z,15,6,1,6,NA,5,0,1
2020-04-10T02:00:00Z,16,8,10,6,10,8,0,1
2020-04-10T02:00:00Z,19,1,2,2,NA,3,3,1
2020-04-10T02:05:00Z,2,7.333333333333333,6.333333333333333,6.666666666666667,NA,2.3333333333333335,0,3
2020-04-10T02:05:00Z,9,3,4,6,1,6,0,1
2020-04-10T02:05:00Z,15,5.5,4,9.5,NA,1,0,2
2020-04-10T02:05:00Z,16,5,2,10,10,4,0,1
2020-04-10T02:10:00Z,2,9,10,5,NA,7,0,1
2020-04-10T02:10:00Z,6,8,6,4.333333333333333,4.666666666666667,5.333333333333333,0,3
2020-04-10T02:10:00Z,9,9,3,5,4,7,0,1
2020-04-10T02:10:00Z,15,5,4,2,NA,6,1,1
2020-04-10T02:10:00Z,17,0,2,2,NA,10,0,1
2020-04-10T02:15:00Z,2,8,4,6,NA,10,0,1
2020-04-10T02:15:00Z,5,3,3,5,8,1,0,1
2020-04-10T02:15:00Z,15,2,2,5,NA,10,0,1
2020-04-10T02:20:00Z,2,9,4,9,NA,10,0,1
2020-04-10T02:20:00Z,5,5,6,3,8,10,1,1
2020-04-10T02:20:00Z,6,1,0,6,10,7,0,1
2020-04-10T02:20:00Z,11,1,5,1,5,10,0,1
2020-04-10T02:20:00Z,15,0,6,10,NA,10,0,1
2020-04-10T02:20:00Z,19,3,3,9,NA,10,0,1
2020-04-10T02:25:00Z,2,2,10,10,1,4,0,1
2020-04-10T02:25:00Z,9,9,10,7,9,9,0,1
2020-04-10T02:25:00Z,13,1,1,1,NA,2,0,1
2020-04-10T02:25:00Z,17,5,0,1,NA,1,0,1
2020-04-10T02:30:00Z,1,6,0,4,2,4,0,1
2020-04-10T02:30:00Z,2,7,2,1,NA,7,0,1
2020-04-10T02:30:00Z,6,6,0,8,6,6,0,1
2020-04-10T02:30:00Z,8,8.804071246819339,8.734520780322306,9.469041560644614,4.9523809523809526,6.943172179813401,0.9245122985581001,1179
2020-04-10T02:30:00Z,12,7,6,4,NA,2,0,1
2020-04-10T02:30:00Z,18,1,8,10,NA,9,0,1
2020-04-10T02:35:00Z,2,7,7,8.666666666666666,NA,4.666666666666667,0,3
2020-04-10T02:35:00Z,6,2,8,10,6,10,0,1
2020-04-10T02:35:00Z,9,6,0,7,4,2,0,1
2020-04-10T02:35:00Z,11,1,3,1,0,7,0,1
2020-04-10T02:35:00Z,12,3,5,8,NA,10,0,1
2020-04-10T02:35:00Z,16,0,2,9,5,6,0,1
2020-04-10T02:40:00Z,1,9,0,10,0,9,0,1
2020-04-10T02:40:00Z,5,4,2,6,6,0,0,1
2020-04-10T02:40:00Z,15,7,1,10,NA,8,0,1
2020-04-10T02:40:00Z,18,10,9,3,NA,4,0,1
2020-04-10T02:45:00Z,6,4,3,3,7,0,0,1
2020-04-10T02:45:00Z,15,6.333333333333333,5,8.666666666666666,NA,6.333333333333333,0,3
2020-04-10T02:45:00Z,16,5,5.5,3,5,6.5,0,2
2020-04-10T02:50:00Z,6,2,9,7,10,1,0,1
2020-04-10T02:50:00Z,8,10,9,10,NA,8,1,1
2020-04-10T02:50:00Z,17,4,3,7,NA,4,0,1
2020-04-10T02:50:00Z,18,1,0,4,NA,0,1,1
2020-04-10T02:55:00Z,2,5,3.5,2,NA,6.5,0.5,2
2020-04-10T02:55:00Z,5,1,9,6,10,10,1,1
2020-04-10T02:55:00Z,6,5,4,4,7,5,0,1
2020-04-10T02:55:00Z,8,9,8,10,NA,7,2,1
2020-04-10T02:55:00Z,9,10,4,5,4,6,0,1
2020-04-10T02:55:00Z,16,3,8,10,7,8,0,1
2020-04-10T02:55:00Z,18,9.5,5.5,6,NA,5.5,0,2
2020-04-10T03:00:00Z,2,3,5,2,NA,8,0,1
2020-04-10T03:00:00Z,5,0,2,6,4,5,0,1
2020-04-10T03:00:00Z,8,8,9,10,NA,7,0,1
2020-04-10T03:00:00Z,9,9.666666666666666,7.333333333333333,6.333333333333333,6.666666666666667,6.666666666666667,0.3333333333333333,3
2020-04-10T03:00:00Z,15,10,0,10,NA,9,0,1
2020-04-10T03:00:00Z,16,10,5,6,10,9,0,1
2020-04-10T03:05:00Z,4,6,9,4,NA,10,0,1
2020-04-10T03:05:00Z,6,9,4,4.5,7,4.5,0.5,2
2020-04-10T03:05:00Z,8,1,10,4,NA,10,0,1
2020-04-10T03:05:00Z,13,4,4,7,NA,6,0,1
2020-04-10T03:05:00Z,15,7,6,4,NA,5.5,0,2
2020-04-10T03:10:00Z,2,0,4,7,NA,5.5,0,2
2020-04-10T03:10:00Z,6,3,9,5,7,6,0,1
2020-04-10T03:10:00Z,9,8,2,1,2,5,0,1
2020-04-10T03:10:00Z,12,2,4,4,NA,3,5,1
2020-04-10T03:10:00Z,15,6.5,4.5,5.5,NA,4.5,0.5,2
2020-04-10T03:10:00Z,18,6,10,6,NA,1,0,1
2020-04-10T03:15:00Z,5,8,9,8,2,3,1,1
2020-04-10T03:15:00Z,8,9.5,9,9.5,NA,7.5,1,2
2020-04-10T03:15:00Z,15,10,7,1,0,9,0,1
2020-04-10T03:15:00Z,18,3.5,9,6.5,NA,2.5,0,2
2020-04-10T03:20:00Z,6,7,5.5,6,9.5,2.5,0,2
2020-04-10T03:20:00Z,8,5,3.5,6.75,NA,6.5,0,4
2020-04-10T03:20:00Z,9,10,10,8,7,10,1,1
2020-04-10T03:20:00Z,13,5,0,10,NA,1,0,1
2020-04-10T03:20:00Z,15,6,7,10,NA,7,0,1
2020-04-10T03:20:00Z,18,2,5,10,NA,3,0,1
2020-04-10T03:25:00Z,2,8,6,4,NA,10,0,1
2020-04-10T03:25:00Z,5,8,0,1,3,1,0,1
2020-04-10T03:25:00Z,6,5,7,7,9,2,0,1
2020-04-10T03:25:00Z,8,3.5,6.5,7,NA,10,0,2
2020-04-10T03:25:00Z,10,6,4,2,NA,4,0,1
2020-04-10T03:25:00Z,12,2,5,7,NA,5,0,1
2020-04-10T03:25:00Z,16,6,4,5,4,3,0,1
2020-04-10T03:30:00Z,1,1,3,1,5,7,0,1
2020-04-10T03:30:00Z,6,9.5,4.5,4.5,4,7,0,2
2020-04-10T03:30:00Z,8,6,10,2,NA,9,0,1
2020-04-10T03:30:00Z,9,3.3333333333333335,4,8,3.3333333333333335,5.333333333333333,0,3
2020-04-10T03:30:00Z,10,4,2,8,NA,3,0,1
2020-04-10T03:30:00Z,11,1,6,2,3,7,0,1
2020-04-10T03:30:00Z,15,5,10,8,NA,9,0,1
2020-04-10T03:35:00Z,2,8,1,5,NA,4,0,1
2020-04-10T03:35:00Z,4,8,0,5,NA,4,0,1
2020-04-10T03:35:00Z,6,4,10,7,2,0,0,1
2020-04-10T03:35:00Z,8,6,4.5,7,NA,7,0,2
2020-04-10T03:35:00Z,15,2,7,6,NA,5,1,1
2020-04-10T03:35:00Z,16,5.5,2.5,3.5,4.5,4,0,2
